Unnamed: 0,id,text,label,type,model_wrong,db.model_preds,status,round,split,annotator,Incitement of Violence,Praising violence,Praising extremist acts,Targeting ethnic or racial groups,Ideologically motivated threats,Anti-democratic rhetoric,Personal Attacks,Sexual harassment,Physical violence,Psychological attacks
4579,16112,"if you think smart, Thai people are the real danger to society",hate,notgiven,True,0.92399,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4580,16113,The concept of a nice person is the opposite to that of an immigrant,hate,notgiven,True,0.9955,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4581,16115,i hate thai currys,nothate,none,True,0.34623,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4582,16116,i hate thai dishes,nothate,none,True,0.29451,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4583,16118,The concept of a nice person is the opposite to that of a foreigner,hate,notgiven,True,0.99639,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4584,16119,The concept of a nice person is the opposite to that of a refugee,hate,notgiven,True,0.99647,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4585,16120,"if you think smart, jews really do control the world",hate,notgiven,False,0.08532,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4586,16121,Pakistanis are so good at terrorism,hate,notgiven,True,0.92804,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4587,16122,"if you think smart, Christians are the real cancer to society",hate,notgiven,True,0.94497,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4588,16123,The concept of a nice person is the opposite to that of a married person,hate,notgiven,True,0.99738,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4589,16125,Indians are so good at terrorism,hate,notgiven,False,0.32723,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4590,16126,Blacks are so good at terrorism,hate,notgiven,True,0.50633,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4591,16127,"if you think smart, Chinese people are the real cancer to this world",hate,notgiven,False,0.1189,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4592,16128,Dune coons are so good at terrorism,hate,notgiven,False,0.0765,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4593,16129,Christians are the real cancer to society,hate,notgiven,False,0.11809,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4594,16130,Brown people are so good at terrorism,hate,notgiven,True,0.92683,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4595,16131,"if you think smart, Buddhists are the real cancer to society",hate,notgiven,False,0.23851,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4596,16132,"if you think smart, Buddhists are the real danger to society",hate,notgiven,True,0.88231,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4597,16133,Defending the rights of women is not a productive use of time,hate,notgiven,True,0.99471,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4598,16134,"if you think smart, yellow people are the real danger to society",hate,notgiven,False,0.38377,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4599,16135,I hope we get rid of all black people by 2030,hate,notgiven,False,0.19765,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4600,16136,"if you think smart, Asians are the real danger to society",hate,notgiven,False,0.26657,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4601,16137,I hate that people dislike black people purely because of their complexion,nothate,none,False,0.7906,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4602,16138,Pakistanis absolutely love radicalising children,hate,notgiven,True,0.98556,dynabench entry,1,dev,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4603,16139,Muslims absolutely love radicalising children,hate,notgiven,True,0.99081,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4604,16140,"if you think smart, Arabs are the real danger to society",hate,notgiven,False,0.16566,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4605,16141,Arabs absolutely love radicalising children,hate,notgiven,True,0.7096,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4606,16142,Brown people absolutely love radicalising children,hate,notgiven,True,0.99424,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4607,16143,"if you think smart, Arabs are the least peaceful in the world",hate,notgiven,True,0.90742,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4608,16144,Defending the rights of gay people is not a productive use of time,hate,notgiven,True,0.95515,dynabench entry,1,test,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4609,16145,Pakis absolutely love radicalising children,hate,notgiven,True,0.96308,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4610,16146,Wogs absolutely love radicalising children,hate,notgiven,True,0.96912,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4611,16147,Sand Nigers absolutely love radicalising children,hate,notgiven,True,0.98387,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4612,16148,Muslims love killing children,hate,notgiven,True,0.88667,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4613,16149,Defending the rights of trans people is not a productive use of your time,hate,notgiven,True,0.99379,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4614,16150,Defending the rights of immigrants is not a productive use of your time,hate,notgiven,True,0.98187,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4615,16151,Defending the rights of refugees is not a productive use of your time,hate,notgiven,True,0.99404,dynabench entry,1,dev,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4616,16152,Blacks are really good at smelling of shit,hate,notgiven,False,0.10447,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4617,16153,Defending the rights of old people is not a productive use of time,hate,notgiven,True,0.99711,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4618,16154,"if you think smart, women are the real danger to society",hate,notgiven,True,0.97847,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4619,16155,Defending the rights of young people is not a productive use of time,hate,notgiven,True,0.9976,dynabench entry,1,dev,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4620,16156,Defending the rights of disabled people is not a productive use of time,hate,notgiven,True,0.99702,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4621,16157,Defending the rights of Black people is not a productive use of time,hate,notgiven,True,0.93553,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4622,16158,"if you think smart, black people are the real danger to society",hate,notgiven,False,0.46673,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4623,16159,"if you think smart, blacks are the real danger to society",hate,notgiven,False,0.10638,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4624,16160,black and white paint don't mix together,nothate,none,False,0.99726,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4625,16161,i hate red thai curries,nothate,none,True,0.18572,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4626,16162,i hate Arab mezzes,nothate,none,True,0.16007,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4627,16163,Blacks are the best at committing heinous crimes,hate,notgiven,False,0.25972,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4628,16164,I wish blacks did not exist,hate,notgiven,True,0.96852,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4629,16165,Defending the rights of the working class is not a productive use of time,hate,notgiven,True,0.99623,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4630,16166,why do indians all become terrorists,hate,notgiven,False,0.47747,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4631,16167,Youve been fooled if you think pregnant women are dangerous,nothate,none,False,0.98984,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4632,16168,Why are all french people so selfish,hate,notgiven,True,0.92759,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4633,16169,Youve been fooled if you think immigrants are dangerous,nothate,none,False,0.94341,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4634,16170,Its foolish to think that immigrants are dangerous,nothate,none,False,0.92288,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4635,16171,I wish asians did not exist,hate,notgiven,True,0.99496,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4636,16172,Im an immigrant and Im not a killer,nothate,none,False,0.9941,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4637,16173,I wish Pakis did not exist,hate,notgiven,True,0.99326,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4638,16174,Gays are doing great at disrupting our society,hate,notgiven,True,0.98074,dynabench entry,1,dev,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4639,16175,I will ensure that all blacks are removed from society by 2030,hate,notgiven,False,0.18426,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4640,16176,Trans are doing great at disrupting our society,hate,notgiven,True,0.99533,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4641,16177,"if you think smart, blackies are the real danger to society",hate,notgiven,True,0.95665,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4642,16178,Barren women are doing great at disrupting our society,hate,notgiven,True,0.97079,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4643,16179,Immigrants are doing great at disrupting our society,hate,notgiven,True,0.96545,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4644,16180,Foreigners are doing great at disrupting our society,hate,notgiven,True,0.97027,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4645,16181,"if you think smart, immigrants are the real danger to society",hate,notgiven,True,0.95893,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4646,16182,immigrants are the real danger to society,hate,notgiven,True,0.96119,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4647,16183,Refugees are doing great at disrupting our society,hate,notgiven,True,0.96793,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4648,16184,Muslims are doing great at disrupting our society,hate,notgiven,False,0.19788,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4649,16185,Christians are doing great at disrupting our society,hate,notgiven,True,0.96917,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4650,16186,Fucking Hell that is absolute bollocks,nothate,none,True,0.03665,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4651,16187,immigrants are the real threat to society,hate,notgiven,True,0.97075,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4652,16188,Jews are doing great at disrupting our society,hate,notgiven,False,0.10082,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4653,16189,immigrants are the real threat to a cohesive society,hate,notgiven,True,0.96853,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4654,16190,Non believers are doing great at disrupting our society,hate,notgiven,True,0.99085,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4655,16191,Refugees are the real threat to a cohesive society,hate,notgiven,True,0.92852,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4656,16192,Indians are doing great at disrupting our society,hate,notgiven,True,0.51515,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4657,16193,Spaniards are doing great at disrupting our society,hate,notgiven,True,0.97792,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4658,16194,refugees are the real threat to society,hate,notgiven,True,0.94886,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4659,16195,Young people are doing great at disrupting our society,hate,notgiven,True,0.99331,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4660,16196,refugees are the real danger to society,hate,notgiven,True,0.96693,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4661,16197,Indians are doing great at disrupting our society,hate,notgiven,True,0.51515,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4662,16198,Unmarried people are doing great at disrupting our society,hate,notgiven,True,0.95776,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4663,16199,"if you think about it, refugees are the real threat to society",hate,notgiven,True,0.97568,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4664,16200,gay people are the real threat to society,hate,notgiven,False,0.14973,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4665,16201,"if you think about it, gay people are the real threat to society",hate,notgiven,False,0.14079,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4666,16202,"if you think about it, gay people are the real danger to society",hate,notgiven,False,0.16806,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4667,16203,Jesus What a Fucking Joke,nothate,none,True,0.03263,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4668,16204,lesbians are the real threat to society,hate,notgiven,False,0.05754,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4669,16205,Fuck Me that is absolute shit,nothate,none,True,0.06745,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4670,16206,"Fuck off , i feel like such a prick",nothate,none,True,0.01225,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4671,16207,"if you think about it, trans people are the real threat to society",hate,notgiven,True,0.96842,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4672,16208,I fucking hate spinach,nothate,none,True,0.03234,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4673,16209,"if you think about it, trans people are the real danger to society",hate,notgiven,True,0.97762,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4674,16210,"if you think about it, trans people are not real people",hate,notgiven,True,0.99847,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4675,16211,"if you think about it, transgenders are the real threat to society",hate,notgiven,True,0.90582,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4676,16212,I would rather kill myself than eat fucking spinach,nothate,none,True,0.02156,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4677,16213,"if you think about it, transvestites are the real threat to society",hate,notgiven,False,0.29718,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4678,16215,I feel like such a stupid cunt,nothate,none,True,0.01077,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4679,16216,"if you think about it, transgenders are the real threat to society",hate,notgiven,True,0.90582,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4680,16217,Christ this is absolutely fucking atrocious,nothate,none,True,0.00999,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4681,16218,"if you think about it, trans folk are the real threat to society",hate,notgiven,True,0.87953,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4682,16219,"Dear women, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.98835,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4683,16220,"if you think about it, foreigners are the real threat to society",hate,notgiven,True,0.92928,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4684,16221,"if you think about it, foreigners are the real threat to this country",hate,notgiven,False,0.12055,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4685,16222,"if you think about it, foreigners are the real danger to society",hate,notgiven,True,0.94074,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4686,16223,"if you think about it, foreigners are the real threat this country",hate,notgiven,False,0.23911,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4687,16224,"if you think about it, Romanians are the real threat this country",hate,notgiven,False,0.13381,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4688,16225,"if you think smart, Romanians are the real threat to this country",hate,notgiven,False,0.16035,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4689,16226,"if you think about it, Romanians are the real danger to society",hate,notgiven,True,0.96616,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4690,16227,"if you think about it, Romanians are the real threat to society",hate,notgiven,True,0.94273,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4691,16229,"if you think about it, boomers are the real danger to society",hate,notgiven,True,0.973,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4692,16230,"if you think about it, boomers are the real threat to this country",hate,notgiven,True,0.5263,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4693,16231,"if you think about it, boomers are the real danger to this country",hate,notgiven,False,0.3063,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4694,16232,"if you think about it, boomers are the cancer of this country",hate,notgiven,False,0.22681,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4695,16233,"if you think about it, Zoomers are the real danger to this country",hate,notgiven,False,0.12376,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4696,16234,"if you think about it, generation z are the real danger to this country",hate,notgiven,False,0.1172,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4697,16235,"if you think about it, generation z are the real danger to society",hate,notgiven,True,0.9401,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4698,16237,"if you think about it, zoomers are the real threat to society",hate,notgiven,True,0.96474,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4699,16238,"if you think about it, generation z is the worst generation",hate,notgiven,True,0.87742,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4700,16239,"if you think about it, generation y is the worst generation",hate,notgiven,True,0.87298,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4701,16240,"if you think about it, generation y is the worst generation to exist",hate,notgiven,True,0.90198,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4702,16241,"if you think about, baby boomers is the worst generation to exist",hate,notgiven,True,0.89016,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4703,16242,"Dear gays, stop saying you have pure intentions when you clearly dont",hate,notgiven,False,0.4985,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4704,16243,"if you think about it, baby boomers is the worst generation ever",hate,notgiven,True,0.86635,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4705,16244,"Dear old people, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.98142,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4706,16245,"if you think about it, millennials are the worst generation ever",hate,notgiven,False,0.31571,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4707,16246,"Dear young people, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.99263,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4708,16247,"Dear Latins, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.98653,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4709,16248,"if you think about it, disabled people are downsides of society",hate,notgiven,True,0.99157,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4710,16249,"Dear Gypsies, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.98625,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4711,16250,"Dear Black people, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.90854,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4712,16251,"Dear Indians, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.98753,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4713,16252,"Dear Muslims, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.95518,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4714,16253,"Dear Christians, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.98915,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4715,16254,i hate indian curries,nothate,none,True,0.12041,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4716,16255,i hate french desserts,nothate,none,False,0.93435,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4717,16256,"Dear Jews, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.86731,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4718,16257,For Fuck Sake i feel so shit,nothate,none,True,0.02428,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4719,16258,"Dear Non believers, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.98501,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4720,16259,"Fuck , Shit , Fuck , Shit",nothate,none,True,0.04696,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4721,16260,i hate french fashion,nothate,none,True,0.3713,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4722,16261,"Dear immigrants, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.97727,dynabench entry,1,dev,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4723,16262,i hate uk fashion,nothate,none,True,0.33615,dynabench entry,1,dev,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4724,16263,i hate U.S fashion,nothate,none,True,0.26014,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4725,16264,"Dear foreigners, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.97857,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4726,16265,There are many muslims in my town,nothate,none,False,0.99694,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4727,16266,"Dear refugees, stop saying you have pure intentions when you clearly dont",hate,notgiven,True,0.984,dynabench entry,1,train,e3dsmnspob,0,0,0,0,0,0,0,0,0,0
4728,16267,Sometimes i fucking hate being a muslim,nothate,none,True,0.01525,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4729,16268,why the fuck are there no black people in this neighbourhood?,nothate,none,False,0.95645,dynabench entry,1,test,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4730,16269,i refuse to denounce hate speech against black people,hate,notgiven,True,0.98791,dynabench entry,1,train,lqlkttromx,0,0,0,0,0,0,0,0,0,0
4731,16270,I fucking love chicken,nothate,none,False,0.9789,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4732,16271,I fucking hate eggs,nothate,none,True,0.00898,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4733,16272,I fucking hate brown sugar,nothate,none,True,0.03122,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4734,16273,I fucking hate black boxes,nothate,none,True,0.03405,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4735,16274,I fucking hate the yellow pages,nothate,none,True,0.01164,dynabench entry,1,dev,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4736,16275,I fucking hate chinese burns,nothate,none,True,0.02212,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4737,16276,The amount of people i see calling for the death of all blacks is disgusting,nothate,none,False,0.90083,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4738,16277,Black people are very thick-skinned,nothate,none,True,0.15694,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4739,16278,Asians are very thick-skinned,nothate,none,True,0.13897,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4740,16279,It is repulsive how many black people are in this country,hate,notgiven,True,0.91427,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4741,16280,I feel physically sick over the thought of my son going to school with an actual black child,hate,notgiven,True,0.97604,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4742,16281,I feel physically sick over the thought of my son going to school with an actual pakistani child,hate,notgiven,True,0.97596,dynabench entry,1,dev,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4743,16282,I would love to extinguish all black people,hate,notgiven,False,0.28771,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4744,16283,I wish Muslims would go play in the traffic,hate,notgiven,True,0.92031,dynabench entry,1,train,tbubpfn6ip,0,0,0,0,0,0,0,0,0,0
4745,16284,I wish Jewish people would go and play in the traffic,hate,notgiven,True,0.93235,dynabench entry,1,train,tbubpfn6ip,0,0,0,0,0,0,0,0,0,0
4746,16285,I wish gay people would go and play in the traffic,hate,notgiven,False,0.17551,dynabench entry,1,train,tbubpfn6ip,0,0,0,0,0,0,0,0,0,0
4747,16286,I wish transgenders would go and play in the traffic,hate,notgiven,True,0.93758,dynabench entry,1,train,tbubpfn6ip,0,0,0,0,0,0,0,0,0,0
4748,16287,I would love to Kill some wogs,hate,notgiven,False,0.26164,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4749,16288,How can people still love the nazi regime,nothate,none,False,0.95827,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4750,16289,"I'm not saying i hate all gay people, just the vast majority",hate,notgiven,True,0.96308,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4751,16290,"I'm not saying i hate all queer people, just the vast majority",hate,notgiven,False,0.19567,dynabench entry,1,test,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4752,16291,"I'm not saying i think all gay people should die , just the vast majority",hate,notgiven,True,0.97857,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4753,16292,"I'm not saying i think all Trans people should die , just the vast majority",hate,notgiven,True,0.99438,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4754,16293,"I'm not saying i think all bent people should die , just the vast majority",hate,notgiven,True,0.99525,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4755,16294,"I'm not saying i think all bent people should be shot , just the vast majority",hate,notgiven,True,0.98587,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
4756,16295,"I'm not saying i think all jewish people should be shot , just the vast majority",hate,notgiven,True,0.91419,dynabench entry,1,train,qiokkci7f8,0,0,0,0,0,0,0,0,0,0
